Unnamed: 0,NAME,InChIKey,Precursor_type,Spectrum_type,PrecursorMZ,Ion_mode,Collision_energy,Formula,MW,ExactMass,SMILES,InChI,computedSMILES,RT,NumPeaks,Peaks
896,Formononetin,HKQYGTCOTHHOMP-UHFFFAOYSA-N,[M-H]-,MS2,267.1,N,40,C16H12O4,268,268.0735589,COc1ccc(cc1)c2coc3cc(ccc3c2=O)O,"InChI=1S/C16H12O4/c1-19-12-5-2-10(3-6-12)14-9-20-15-8-11(17)4-7-13(15)16(14)18/h2-9,17H,1H3",O=C1C(=COC2=CC(O)=CC=C21)C=3C=CC(OC)=CC3,720,11,"['132.0227 24.524525', '135.0096 15.515516', '167.0514 3.603604', '195.0464 40.840841', '196.0509 4.704705', '208.0539 3.703704', '223.0413 100.000000', '224.0466 21.121121', '251.0361 41.741742', '252.0428 32.132132', '253.0462 3.303303']"
699,Isosakuranetin,HMUJXQRRKBLVOO-AWEZNQCLSA-N,[M-H]-,MS2,285.0775,N,30,C16H14O5,286,286.0841235,COc1ccc(cc1)[C@@H]2CC(=O)c3c(cc(cc3O2)O)O,"InChI=1S/C16H14O5/c1-20-11-4-2-9(3-5-11)14-8-13(19)16-12(18)6-10(17)7-15(16)21-14/h2-7,14,17-18H,8H2,1H3/t14-/m0/s1",O=C1C=2C(O)=CC(O)=CC2OC(C3=CC=C(OC)C=C3)C1,838.2,73,"['107.0144 6.306306', '108.0220 11.711712', '109.0268 1.101101', '119.0502 0.600601', '120.0225 0.800801', '122.0024 0.800801', '123.0089 3.603604', '124.0173 2.702703', '125.0237 0.900901', '132.0575 0.800801', '133.0312 0.500501', '134.0379 0.600601', '136.0173 35.735736', '137.0213 2.802803', '145.0297 0.700701', '149.0264 0.500501', '151.0043 38.838839', '152.0073 2.702703', '153.0082 0.900901', '156.0588 0.800801', '158.0361 0.600601', '159.0458 1.701702', '160.0531 1.401401', '161.0558 0.500501', '164.0125 100.000000', '165.0159 7.707708', '166.0167 0.700701', '169.0149 0.500501', '171.0453 0.600601', '172.0539 0.500501', '175.0772 8.608609', '176.0793 0.600601', '177.0201 2.702703', '178.0225 0.700701', '183.0466 0.900901', '184.0540 1.301301', '186.0333 3.703704', '187.0406 2.402402', '196.0021 30.230230', '197.0052 1.701702', '197.0624 0.500501', '198.0083 0.700701', '198.0683 2.602603', '199.0773 3.103103', '200.0484 1.901902', '200.0818 0.700701', '201.0564 4.904905', '202.0645 1.601602', '215.0731 2.802803', '216.0753 0.500501', '217.0868 2.902903', '223.0772 0.600601', '225.0554 2.002002', '226.0638 3.903904', '227.0349 4.604605', '227.0703 0.500501', '228.0428 6.406406', '229.0472 1.001001', '241.0495 0.800801', '241.0875 3.703704', '242.0581 2.002002', '242.0941 0.500501', '243.0669 32.832833', '244.0708 3.203203', '245.0734 0.500501', '252.0443 0.500501', '257.0828 1.901902', '269.0459 1.901902', '270.0538 11.411411', '271.0562 1.801802', '285.0775 47.747748', '286.0803 8.208208', '287.0838 1.001001']"
716,"5,7-Dihydroxy-3',4'-dimethoxyflavanone",HRFSSDXPHTZMLA-UHFFFAOYSA-N,[M-H]-,MS2,315.0869,N,30,C17H16O6,316,316.0946882,O=C1C=2C(O)=CC(O)=CC2OC(C3=CC=C(OC)C(OC)=C3)C1,"InChI=1S/C17H16O6/c1-21-13-4-3-9(5-15(13)22-2)14-8-12(20)17-11(19)6-10(18)7-16(17)23-14/h3-7,14,18-19H,8H2,1-2H3",O=C1C=2C(O)=CC(O)=CC2OC(C3=CC=C(OC)C(OC)=C3)C1,742.2,44,"['107.0137 3.603604', '108.0207 10.210210', '123.0067 5.905906', '124.0149 14.114114', '125.0235 4.304304', '136.0145 28.028028', '151.0014 12.012012', '152.0088 17.817818', '164.0098 100.000000', '165.0141 7.907908', '177.0183 3.303303', '195.9998 27.227227', '197.0014 3.403403', '199.0383 4.504505', '205.0864 2.302302', '213.0520 2.402402', '215.0359 2.202202', '217.0480 2.202202', '227.0708 2.402402', '229.0488 3.903904', '229.0887 2.102102', '230.0609 3.703704', '231.0602 2.402402', '241.0500 6.206206', '243.0303 3.303303', '245.0811 3.103103', '247.0954 2.102102', '253.0745 2.202202', '255.0673 2.302302', '257.0456 10.210210', '258.0522 7.907908', '259.0533 2.602603', '271.0616 14.014014', '272.0663 2.502503', '273.0769 20.520521', '274.0820 3.303303', '281.0473 3.903904', '285.0409 50.750751', '286.0448 4.704705', '299.0551 27.027027', '300.0629 24.924925', '301.0671 4.104104', '315.0869 51.151151', '316.0891 7.207207']"
1139,4-Methylumbelliferone,HSHNITRMYYLLCV-UHFFFAOYSA-N,[M-H]-,MS2,175.045,N,30,C10H8O3,176,176.0473441,Cc1cc(=O)oc2c1ccc(c2)O,"InChI=1S/C10H8O3/c1-6-4-10(12)13-9-5-7(11)2-3-8(6)9/h2-5,11H,1H3",O=C1OC=2C=C(O)C=CC2C(=C1)C,345.6,17,"['103.058 4.604605', '105.038 17.217217', '109.033 3.103103', '117.038 2.402402', '119.054 100.000000', '120.057 6.806807', '123.049 20.220220', '130.047 8.908909', '131.054 26.526527', '132.025 5.805806', '132.058 3.403403', '133.034 87.687688', '134.037 6.806807', '147.050 40.340340', '148.053 3.503504', '175.045 47.547548', '176.049 4.604605']"
962,"6,8-Dimethyl-4-hydroxycoumarin",HVHIQQVTLCUBKA-UHFFFAOYSA-N,[M-H]-,MS2,189,N,40,C11H10O3,190,190.0629942,Cc1cc(c2c(c1)c(cc(=O)o2)O)C,"InChI=1S/C11H10O3/c1-6-3-7(2)11-8(4-6)9(12)5-10(13)14-11/h3-5,12H,1-2H3",O=C1OC2=C(C=C(C=C2C)C)C(O)=C1,669,10,"['102.0463 9.409409', '115.0564 10.510511', '117.0670 5.105105', '130.0430 8.608609', '133.0273 6.506507', '144.0575 31.031031', '145.0657 100.000000', '146.0401 5.605606', '146.0684 16.116116', '159.0469 12.012012']"
1229,3-Hydroxyflavone,HVQAJTFOCKOKIN-UHFFFAOYSA-N,[M-H]-,MS2,237.0526,N,20,C15H10O3,238,238.0629942,c1ccc(cc1)c2c(c(=O)c3ccccc3o2)O,"InChI=1S/C15H10O3/c16-13-11-8-4-5-9-12(11)18-15(14(13)17)10-6-2-1-3-7-10/h1-9,17H",O=C1C(O)=C(OC=2C=CC=CC21)C=3C=CC=CC3,992.4,8,"['153.0698 6.006006', '180.0574 29.429429', '181.0642 49.649650', '208.0516 9.109109', '209.0557 31.231231', '210.0598 5.505506', '237.0526 100.000000', '238.0546 12.612613']"
233,Pinolenic acid,HXQHFNIKBKZGRP-URPRIDOGSA-N,[M-H]-,MS2,277.2181,N,30,C18H30O2,278,278.2245802,CCCCC/C=C\C/C=C\CC/C=C\CCCC(=O)O,"InChI=1S/C18H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10,13-14H,2-5,8,11-12,15-17H2,1H3,(H,19,20)/b7-6-,10-9-,14-13-",O=C(O)CCCC=CCCC=CCC=CCCCCC,1705.8,3,"['277.2181 100.000000', '278.2157 20.020020', '435.3937 18.418418']"
988,Protocatechuic aldehyde,IBGBGRVKPALMCQ-UHFFFAOYSA-N,[M-H]-,MS2,137.0239,N,20,C7H6O3,138,138.0316941,c1cc(c(cc1C=O)O)O,"InChI=1S/C7H6O3/c8-4-5-1-2-6(9)7(10)3-5/h1-4,9-10H",O=CC1=CC=C(O)C(O)=C1,65.4,6,"['108.0205 34.334334', '109.0305 21.421421', '119.0151 21.721722', '136.0166 51.451451', '137.0239 100.000000', '138.0265 12.712713']"
846,3-Rha-Ara-GlcUA-Soyasapogenol B,IBZLICPLPYSFNZ-NKWBMYJBSA-N,[M-H]-,MS2,911.4587,N,40,C47H76O17,912,912.508251,O=C(O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C5C6CC(C)(C)CC(O)C6(C)CCC54C)C2(C)CO)C(OC7OCC(O)C(O)C7OC8OC(C)C(O)C(O)C8O)C(O)C1O,"InChI=1S/C47H76O17/c1-21-29(51)31(53)34(56)39(60-21)63-36-30(52)24(49)19-59-40(36)64-37-33(55)32(54)35(38(57)58)62-41(37)61-28-12-13-44(5)25(45(28,6)20-48)11-14-47(8)26(44)10-9-22-23-17-42(2,3)18-27(50)43(23,4)15-16-46(22,47)7/h9,21,23-37,39-41,48-56H,10-20H2,1-8H3,(H,57,58)/t21-,23+,24-,25-,26-,27-,28+,29-,30-,31+,32-,33-,34+,35-,36+,37+,39+,40-,41?,43-,44+,45-,46-,47-/m1/s1",O=C(O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C5C6CC(C)(C)CC(O)C6(C)CCC54C)C2(C)CO)C(OC7OCC(O)C(O)C7OC8OC(C)C(O)C(O)C8O)C(O)C1O,1072.8,70,"['174.4037 0.200200', '174.6699 0.200200', '174.8906 0.200200', '177.2133 0.300300', '261.5456 0.300300', '262.8890 0.300300', '263.4693 0.300300', '263.6386 0.200200', '263.7154 0.300300', '263.7485 0.200200', '263.8427 0.300300', '263.8793 0.300300', '263.9083 0.200200', '263.9323 0.200200', '264.0468 0.300300', '264.0869 0.500501', '264.2304 0.200200', '264.3367 0.300300', '264.6031 0.200200', '264.7043 0.400400', '264.7368 0.400400', '264.8020 0.200200', '264.9219 0.300300', '264.9847 0.300300', '265.0393 0.200200', '265.0701 0.300300', '265.1415 0.200200', '265.2921 0.300300', '265.4004 0.300300', '265.4910 0.300300', '265.7893 0.300300', '265.8571 0.300300', '266.1201 0.300300', '266.2426 0.200200', '266.5307 0.300300', '266.5469 0.300300', '266.5792 0.500501', '266.6491 0.300300', '266.6938 0.300300', '266.7235 0.300300', '266.7761 0.200200', '266.8030 0.300300', '266.9692 0.300300', '267.0638 0.300300', '267.1093 0.200200', '267.1922 0.400400', '267.3993 0.200200', '267.5020 0.200200', '267.5716 0.200200', '267.6566 0.200200', '267.7711 0.200200', '267.8159 0.300300', '267.8387 0.300300', '268.0191 0.400400', '268.1190 0.300300', '268.1827 0.200200', '268.4658 0.200200', '268.8233 0.200200', '269.3781 0.300300', '269.9630 0.200200', '615.3681 0.200200', '893.4535 0.400400', '911.3248 0.400400', '911.4587 100.000000', '911.6039 0.400400', '911.6926 0.200200', '912.4637 16.616617', '912.5760 0.200200', '913.4646 5.305305', '914.4650 0.900901']"
453,Medicagenic acid,IDGXIXSKISLYAC-WNTKNEGGSA-N,[M-H]-,MS2,501.32,N,40,C30H46O6,502,502.3294392,C[C@@]12CC[C@@H]3[C@@]([C@H]1CC=C4[C@]2(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)(C[C@@H]([C@@H]([C@@]3(C)C(=O)O)O)O)C,"InChI=1S/C30H46O6/c1-25(2)11-13-30(24(35)36)14-12-27(4)17(18(30)15-25)7-8-20-26(3)16-19(31)22(32)29(6,23(33)34)21(26)9-10-28(20,27)5/h7,18-22,31-32H,8-16H2,1-6H3,(H,33,34)(H,35,36)/t18-,19-,20+,21+,22-,26+,27+,28+,29-,30-/m0/s1",O=C(O)C12CCC(C)(C)CC2C3=CCC4C5(C)CC(O)C(O)C(C(=O)O)(C)C5CCC4(C)C3(C)CC1,1147.8,13,"['421.3097 5.005005', '422.3162 4.904905', '425.3060 12.912913', '426.3095 8.308308', '437.3043 32.932933', '438.3101 6.706707', '439.3184 22.522523', '440.3184 5.305305', '455.3126 5.705706', '483.3079 49.849850', '484.3129 8.708709', '501.3200 100.000000', '502.3245 30.630631']"
951,"7,4'-Dimethoxy-3-hydroxyflavone",IFHXSMSQHPVVSF-UHFFFAOYSA-N,[M-H]-,MS2,297.1,N,40,C17H14O5,298,298.0841235,COc1ccc(cc1)c2c(c(=O)c3ccc(cc3o2)OC)O,"InChI=1S/C17H14O5/c1-20-11-5-3-10(4-6-11)17-16(19)15(18)13-8-7-12(21-2)9-14(13)22-17/h3-9,19H,1-2H3",O=C1C(O)=C(OC2=CC(OC)=CC=C21)C=3C=CC(OC)=CC3,1035,4,"['211.0414 16.416416', '239.0352 100.000000', '240.0380 21.821822', '267.0330 13.413413']"
637,Hispidulin,IHFBPDAQLQOCBX-UHFFFAOYSA-N,[M-H]-,MS2,299.05,N,50,C16H12O6,300,300.0633881,COc1c(cc2c(c1O)c(=O)cc(o2)c3ccc(cc3)O)O,"InChI=1S/C16H12O6/c1-21-16-11(19)7-13-14(15(16)20)10(18)6-12(22-13)8-2-4-9(17)5-3-8/h2-7,17,19-20H,1H3",O=C1C=C(OC2=CC(O)=C(OC)C(O)=C12)C=3C=CC(O)=CC3,621,17,"['116.0269 28.428428', '117.0350 100.000000', '118.0383 16.616617', '119.0157 15.515516', '130.0412 19.319319', '136.9879 43.743744', '139.0032 14.814815', '143.0510 15.815816', '158.0347 22.622623', '167.0005 16.216216', '183.0449 43.743744', '185.0259 29.329329', '199.0394 19.919920', '200.0463 17.617618', '227.0358 51.851852', '239.0384 16.716717', '283.0253 22.722723']"
1177,Rutin,IKGXIBQEEMLURG-NVPNHPEKSA-N,[M-H]-,MS2,609.142,N,40,C27H30O16,610,610.1533849,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)Oc3c(=O)c4c(cc(cc4oc3c5ccc(c(c5)O)O)O)O)O)O)O)O)O)O,"InChI=1S/C27H30O16/c1-8-17(32)20(35)22(37)26(40-8)39-7-15-18(33)21(36)23(38)27(42-15)43-25-19(34)16-13(31)5-10(28)6-14(16)41-24(25)9-2-3-11(29)12(30)4-9/h2-6,8,15,17-18,20-23,26-33,35-38H,7H2,1H3/t8-,15+,17-,18+,20+,21-,22+,23+,26+,27-/m0/s1",O=C1C(OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)=C(OC=4C=C(O)C=C(O)C14)C=5C=CC(O)=C(O)C5,295.2,33,"['178.998 0.500501', '227.034 0.500501', '241.014 1.401401', '242.021 1.901902', '243.027 1.101101', '245.009 1.101101', '246.012 0.400400', '255.029 1.501502', '256.032 0.400400', '270.016 13.613614', '271.022 11.311311', '272.026 2.802803', '273.003 0.500501', '273.035 0.600601', '283.023 0.600601', '285.039 0.400400', '298.010 12.212212', '299.018 26.026026', '300.026 100.000000', '301.033 50.450450', '302.036 5.905906', '303.039 0.700701', '311.018 0.400400', '313.034 1.001001', '341.028 1.101101', '342.030 0.400400', '343.044 1.001001', '579.132 0.600601', '607.126 2.002002', '608.131 1.201201', '609.142 15.115115', '610.145 3.403403', '611.147 1.001001']"
150,Palmitic acid,IPCSVZSSVZVIGE-UHFFFAOYSA-N,[M-H]-,MS2,255.2331,N,20,C16H32O2,256,256.2402303,OC(=O)CCCCCCCCCCCCCCC,"InChI=1S/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)",O=C(O)CCCCCCCCCCCCCCC,1881.6,5,"['237.2214 0.400400', '238.2222 0.100100', '255.2331 100.000000', '256.2356 12.612613', '257.2369 0.600601']"
2,3-((3'-Malonyl)GlcA)-28-Xyl(1-4)Rha(1-2)Ara Medicagenic acid,IPLMQKWUDWDMPO-USYHJYQFSA-N,[M-H]-,MS2,1173.492,N,62.7562,C55H82O27,1174,1174.504347,[C@H]1([C@@H]([C@@](C2[C@](C1)(C1[C@@](CC2)([C@]2(C(=CC1)[C@H]1[C@@](CC2)(CCC(C1)(C)C)C(=O)O[C@H]1[C@@H]([C@H]([C@H](CO1)O)O)O[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O)O)O)C)C)C)(C)C(=O)O)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)OC(=O)CC(=O)O)O)C(=O)O)O,"InChI=1S/C55H82O27/c1-21-38(78-44-34(65)31(62)25(57)19-74-44)33(64)35(66)45(76-21)80-41-32(63)26(58)20-75-47(41)82-49(73)55-14-12-50(2,3)17-23(55)22-8-9-27-51(4)18-24(56)42(54(7,48(71)72)28(51)10-11-53(27,6)52(22,5)13-15-55)81-46-37(68)39(77-30(61)16-29(59)60)36(67)40(79-46)43(69)70/h8,21,23-28,31-42,44-47,56-58,62-68H,9-20H2,1-7H3,(H,59,60)(H,69,70)(H,71,72)/t21-,23-,24-,25+,26-,27?,28?,31-,32-,33-,34+,35+,36-,37+,38-,39-,40-,41+,42-,44-,45-,46-,47-,51+,52+,53+,54-,55-/m0/s1",O=C(O)CC(=O)OC1C(O)C(OC(C(=O)O)C1O)OC2C(O)CC3(C)C4CC=C5C6CC(C)(C)CCC6(C(=O)OC7OCC(O)C(O)C7OC8OC(C)C(OC9OCC(O)C(O)C9O)C(O)C8O)CCC5(C)C4(C)CCC3C2(C(=O)O)C,837.6,250,"['99.018 0.500501', '113.009 0.800801', '113.024 100.000000', '114.028 5.005005', '115.003 0.500501', '115.029 1.501502', '116.929 1.001001', '131.036 4.404404', '175.025 51.051051', '176.027 0.800801', '176.032 1.901902', '179.595 0.500501', '193.032 2.802803', '193.037 1.501502', '193.042 1.301301', '215.585 0.500501', '215.711 0.600601', '217.051 0.500501', '218.952 0.500501', '219.017 0.600601', '219.163 0.600601', '220.741 0.500501', '220.959 0.500501', '221.669 0.500501', '232.037 0.500501', '232.116 0.800801', '232.177 0.500501', '233.753 0.500501', '234.654 0.500501', '235.046 40.440440', '235.074 0.500501', '235.087 0.500501', '236.047 2.502503', '260.263 0.500501', '266.657 0.500501', '270.313 0.500501', '272.539 0.500501', '273.084 0.600601', '281.658 0.700701', '292.589 0.500501', '292.630 0.500501', '297.376 0.500501', '298.806 0.500501', '307.121 0.500501', '310.850 0.500501', '310.937 0.500501', '316.749 0.500501', '318.049 0.500501', '320.886 0.500501', '321.134 0.500501', '321.545 0.500501', '322.240 0.500501', '322.362 0.600601', '322.772 0.500501', '323.073 0.700701', '324.328 0.700701', '324.494 0.600601', '324.910 0.500501', '324.988 0.700701', '325.003 0.500501', '325.146 0.500501', '326.041 0.500501', '326.209 0.500501', '326.862 0.500501', '326.912 0.500501', '328.141 0.600601', '329.128 0.500501', '329.367 0.700701', '329.408 0.500501', '329.816 1.101101', '329.944 0.500501', '331.015 0.600601', '331.103 0.500501', '331.237 0.500501', '331.938 0.500501', '332.190 0.500501', '332.849 0.500501', '333.052 0.500501', '333.101 0.600601', '333.263 0.500501', '333.880 0.500501', '333.982 0.500501', '334.998 0.500501', '336.121 0.500501', '336.232 0.500501', '337.115 1.101101', '337.819 0.600601', '342.688 0.500501', '344.013 0.600601', '354.699 0.500501', '373.268 0.600601', '409.135 0.600601', '439.319 12.912913', '440.322 3.903904', '476.049 0.600601', '477.920 0.600601', '480.753 0.500501', '483.304 0.600601', '501.317 3.003003', '502.322 1.001001', '502.339 0.600601', '520.247 0.500501', '532.254 0.500501', '547.098 0.700701', '580.387 0.500501', '590.297 0.500501', '597.910 0.500501', '668.901 0.500501', '680.538 0.500501', '682.239 0.500501', '714.891 0.500501', '719.039 0.600601', '719.352 0.600601', '732.159 0.500501', '742.172 0.500501', '765.731 0.500501', '766.906 0.500501', '767.702 0.500501', '772.533 0.500501', '789.303 0.600601', '810.967 0.900901', '818.822 0.500501', '824.487 0.500501', '841.144 0.500501', '847.937 0.500501', '850.380 0.500501', '854.766 0.500501', '890.300 0.500501', '903.368 0.500501', '905.621 0.500501', '908.354 0.600601', '911.461 3.903904', '912.464 1.501502', '914.454 0.500501', '915.806 0.500501', '923.736 0.500501', '926.580 0.500501', '949.100 0.500501', '983.623 0.500501', '988.296 0.500501', '1021.287 0.500501', '1025.488 4.004004', '1026.447 0.500501', '1026.498 1.401401', '1038.940 0.600601', '1039.338 0.700701', '1044.800 0.500501', '1052.026 0.500501', '1064.059 0.500501', '1082.601 0.600601', '1087.496 12.812813', '1088.496 5.605606', '1089.491 1.401401', '1095.428 0.500501', '1097.191 0.500501', '1129.428 0.600601', '1129.501 98.398398', '1129.805 0.600601', '1130.432 0.900901', '1130.504 54.454454', '1131.505 16.416416', '1131.535 1.001001', '1131.694 0.600601', '1132.493 2.502503', '1132.594 1.201201', '1149.128 0.600601', '1162.599 0.500501', '1168.558 0.500501', '1175.659 0.500501', '1177.283 0.800801', '1191.984 0.500501', '1207.338 0.500501', '1208.835 0.500501', '1214.557 0.500501', '1225.639 0.500501', '1226.552 0.500501', '1230.790 0.500501', '1236.117 0.500501', '1242.890 0.500501', '1260.336 0.500501', '1261.824 0.500501', '1274.321 0.500501', '1279.488 0.500501', '1280.317 0.500501', '1282.547 0.500501', '1294.111 0.500501', '1317.857 0.500501', '1321.876 0.500501', '1329.119 0.500501', '1346.954 0.500501', '1349.224 0.500501', '1366.872 0.500501', '1375.678 0.500501', '1383.771 0.500501', '1389.320 0.500501', '1406.928 0.500501', '1426.239 0.500501', '1427.785 0.500501', '1433.870 0.500501', '1443.311 0.500501', '1445.611 0.500501', '1455.869 0.600601', '1458.362 0.500501', '1465.081 0.500501', '1465.582 0.500501', '1465.794 0.500501', '1470.545 0.500501', '1470.850 0.500501', '1503.589 0.500501', '1508.102 0.500501', '1565.774 0.500501', '1571.594 0.500501', '1574.834 0.500501', '1576.188 0.500501', '1577.065 0.500501', '1588.443 0.500501', '1596.599 0.500501', '1598.797 0.500501', '1616.338 0.500501', '1618.587 0.500501', '1619.057 0.500501', '1651.203 0.500501', '1654.072 0.500501', '1690.929 0.500501', '1699.899 0.500501', '1715.462 0.500501', '1742.121 0.500501', '1754.050 0.500501', '1754.341 0.600601', '1757.903 0.500501', '1768.042 0.500501', '1769.226 0.500501', '1782.540 0.500501', '1783.479 0.500501', '1786.403 0.500501', '1790.861 0.500501', '1803.083 0.500501', '1803.747 0.500501', '1808.662 0.500501', '1814.517 0.700701', '1843.034 0.500501', '1899.099 0.500501', '1904.236 0.500501', '1906.491 0.500501', '1913.258 0.500501', '1917.932 0.500501', '1926.071 0.500501', '1940.246 0.500501', '1968.634 0.500501', '1970.986 0.500501']"
1154,Luteolin,IQPNAANSBPBGFQ-UHFFFAOYSA-N,[M-H]-,MS2,285.048,N,30,C15H10O6,286,286.047738,c1cc(c(cc1c2cc(=O)c3c(cc(cc3o2)O)O)O)O,"InChI=1S/C15H10O6/c16-8-4-11(19)15-12(20)6-13(21-14(15)5-8)7-1-2-9(17)10(18)3-7/h1-6,16-19H",O=C1C=C(OC=2C=C(O)C=C(O)C12)C=3C=CC(O)=C(O)C3,490.01,26,"['107.0173 4.304304', '133.0331 8.008008', '139.0556 1.001001', '149.0287 2.002002', '151.0077 4.004004', '159.0464 1.001001', '169.0226 0.900901', '173.0642 0.800801', '175.0438 2.402402', '183.0467 2.802803', '198.0398 0.900901', '201.0306 0.900901', '217.0573 2.402402', '223.0472 1.001001', '226.0361 1.001001', '227.0410 2.702703', '229.0567 1.001001', '241.0583 1.201201', '243.0381 2.502503', '255.0371 100.000000', '256.0398 13.513514', '257.0464 2.902903', '267.0384 0.900901', '283.0247 1.001001', '285.0482 23.923924', '286.0531 2.402402']"
704,Tectochrysin,IRZVHDLBAYNPCT-UHFFFAOYSA-N,[M-H]-,MS2,267.0638,N,20,C16H12O4,268,268.0735589,COc1cc(c2c(=O)cc(oc2c1)c3ccccc3)O,"InChI=1S/C16H12O4/c1-19-11-7-12(17)16-13(18)9-14(20-15(16)8-11)10-5-3-2-4-6-10/h2-9,17H,1H3",O=C1C=C(OC=2C=C(OC)C=C(O)C12)C=3C=CC=CC3,1133.4,9,"['165.0194 10.210210', '223.7428 7.007007', '224.0472 69.069069', '225.0511 5.005005', '226.0490 7.807808', '252.0406 55.155155', '253.0434 9.309309', '267.0638 100.000000', '268.0685 16.216216']"
481,3'-Hydroxyflavone,ISZWRZGKEWQACU-UHFFFAOYSA-N,[M-H]-,MS2,237.0574,N,30,C15H10O3,238,238.0629942,c1ccc2c(c1)c(=O)cc(o2)c3cccc(c3)O,"InChI=1S/C15H10O3/c16-11-5-3-4-10(8-11)15-9-13(17)12-6-1-2-7-14(12)18-15/h1-9,16H",O=C1C=C(OC=2C=CC=CC12)C=3C=CC=C(O)C3,680.4,6,"['117.0358 100.000000', '118.0392 7.107107', '209.0639 1.301301', '235.0399 1.101101', '237.0574 21.421421', '238.0584 3.703704']"
595,Neohesperidin dihydrochalcone,ITVGXXMINPYUHD-CUVHLRMHSA-N,[M-H]-,MS2,611.2084,N,40,C28H36O15,612,612.2054205,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2Oc3cc(c(c(c3)O)C(=O)CCc4ccc(c(c4)O)OC)O)CO)O)O)O)O)O,"InChI=1S/C28H36O15/c1-11-21(34)23(36)25(38)27(40-11)43-26-24(37)22(35)19(10-29)42-28(26)41-13-8-16(32)20(17(33)9-13)14(30)5-3-12-4-6-18(39-2)15(31)7-12/h4,6-9,11,19,21-29,31-38H,3,5,10H2,1-2H3/t11-,19+,21-,22+,23+,24-,25+,26+,27-,28+/m0/s1",O=C(C1=C(O)C=C(OC2OC(CO)C(O)C(O)C2OC3OC(C)C(O)C(O)C3O)C=C1O)CCC4=CC=C(OC)C(O)=C4,537,27,"['125.0264 6.006006', '126.0283 1.901902', '224.4239 1.201201', '244.0768 2.202202', '261.0825 1.201201', '285.0867 1.401401', '288.0698 3.603604', '289.0741 1.501502', '303.0932 100.000000', '304.0954 14.814815', '305.0972 1.401401', '313.1015 1.701702', '327.0949 5.805806', '328.0896 2.102102', '345.1016 4.204204', '346.1155 2.002002', '357.1052 1.701702', '369.1053 1.701702', '405.1272 2.302302', '433.1387 2.502503', '434.1486 2.102102', '447.1431 1.501502', '491.1655 6.006006', '492.1701 2.402402', '611.2084 36.936937', '612.2106 9.609610', '613.2123 1.701702']"
719,"5,6-Dihydroxy-3',4'-dimethoxyflavanone",IXPQVGYEEBKAPR-UHFFFAOYSA-N,[M-H]-,MS2,315.0869,N,20,C17H16O6,316,316.0946882,O=C1C2=C(O)C(O)=CC=C2OC(C3=CC=C(OC)C(OC)=C3)C1,"InChI=1S/C17H16O6/c1-21-12-5-3-9(7-15(12)22-2)14-8-11(19)16-13(23-14)6-4-10(18)17(16)20/h3-7,14,18,20H,8H2,1-2H3",O=C1C2=C(O)C(O)=CC=C2OC(C3=CC=C(OC)C(OC)=C3)C1,700.8,11,"['150.0000 28.928929', '230.0592 43.243243', '256.0742 37.037037', '272.0687 31.831832', '273.0774 30.730731', '274.0808 39.939940', '297.0764 25.625626', '300.0657 37.237237', '313.0675 28.628629', '315.0869 100.000000', '316.0971 43.243243']"
1153,5-Hydroxyflavone,IYBLVRRCNVHZQJ-UHFFFAOYSA-N,[M-H]-,MS2,237.061,N,20,C15H10O3,238,238.0629942,c1ccc(cc1)c2cc(=O)c3c(cccc3o2)O,"InChI=1S/C15H10O3/c16-11-7-4-8-13-15(11)12(17)9-14(18-13)10-5-2-1-3-6-10/h1-9,16H",O=C1C=C(OC=2C=CC=C(O)C12)C=3C=CC=CC3,1090.58,3,"['135.0119 21.621622', '237.0609 100.000000', '238.0642 14.114114']"
